generation,best_fitness,mean_fitness,mean_reward,mean_survival,mean_floor_reached,mean_bosses_defeated,mean_chests_opened,mean_powerups_picked,mean_damage_powerups,mean_range_powerups,mean_speed_powerups,mean_diagonal_powerups,mean_vitality_powerups,mean_damage,mean_gate_distance,mean_best_gate_distance,mean_gate_tile_visits,mean_use_gate_attempts,mean_invalid_use_gate_attempts,mean_boss_damage,mean_boss_hits,mean_boss_health_remaining,mean_floor5_entry_alive,mean_floor5_entry_power_score,mean_alive_attack_bonus,mean_alive_range_bonus,mean_powered_agent_deaths,mean_miniboss_defeated,success_rate,champion_id,elite_ids
10,31.394254684448242,16.769832611083984,10.75549030303955,122.7593765258789,1.0,0.0,0.984375,1.96875,0.984375,0.0,0.0,0.0,0.984375,2.015625,34.0,32.203125,0.0,17.15625,17.15625,0.0,0.0,0.0,0.0,0.0,0.3723958432674408,0.0,0.15625,0.0,0.0,3,3 1
11,25.237205505371094,15.696368217468262,8.634368896484375,145.625,1.0,0.0,0.984375,1.96875,0.984375,0.0,0.0,0.0,0.984375,4.025000095367432,31.828125,29.125,0.0,21.84375,21.84375,0.0,0.0,0.0,0.0,0.0,0.31197917461395264,0.0,0.34375,0.0,0.0,3,3 4
12,30.0411319732666,23.562572479248047,15.963134765625,161.28125,1.0,0.0,0.96875,1.9375,0.96875,0.0,0.0,0.0,0.96875,4.574999809265137,30.0,24.921875,0.0,21.953125,21.953125,0.0,0.0,0.0,0.0,0.0,0.22604167461395264,0.0,0.46875,0.0,0.0,1,1 4
13,67.29898834228516,38.81005859375,29.893840789794922,166.66561889648438,1.015625,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.4375,29.703125,20.453125,0.015625,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.20260417461395264,0.0,0.546875,0.0,0.0,1,1 3
14,97.94623565673828,87.07899475097656,65.73306274414062,216.50625610351562,1.1875,0.0,1.078125,2.140625,1.015625,0.0,0.0625,0.0,1.0625,8.024999618530273,22.46875,10.9375,0.1875,34.65625,34.65625,0.0,0.0,0.0,0.0,0.0,0.20156249403953552,0.0,0.59375,0.0,0.0,4,4 1
15,119.58936309814453,105.840576171875,80.58275604248047,216.25625610351562,1.25,0.0,1.109375,2.1875,1.03125,0.0,0.078125,0.0,1.078125,8.618749618530273,24.890625,9.828125,0.25,28.953125,28.953125,0.0,0.0,0.0,0.0,0.0,0.18437500298023224,0.0,0.78125,0.0,0.0,3,3 4
16,122.01891326904297,99.2359848022461,76.12733459472656,210.890625,1.21875,0.0,1.046875,2.09375,1.015625,0.0,0.03125,0.0,1.046875,8.684374809265137,23.5,8.734375,0.21875,29.4375,29.4375,0.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.0,0.84375,0.0,0.0,1,1 3
17,110.59734344482422,97.23934173583984,74.24337005615234,208.0906219482422,1.21875,0.0,1.046875,2.09375,1.0,0.0,0.046875,0.0,1.046875,8.524999618530273,25.125,11.140625,0.21875,28.640625,28.640625,0.0,0.0,0.0,0.0,0.0,0.20260417461395264,0.0,0.65625,0.0,0.0,3,3 1
18,107.56531524658203,89.23165893554688,69.08143615722656,204.9718780517578,1.171875,0.0,1.109375,2.1875,1.03125,0.0,0.078125,0.0,1.078125,8.165624618530273,24.75,10.71875,0.171875,30.0625,30.0625,0.0,0.0,0.0,0.0,0.0,0.17291666567325592,0.0,0.703125,0.0,0.0,3,3 1
19,110.23532104492188,97.10179138183594,75.40641021728516,216.5625,1.1875,0.0,1.140625,2.234375,1.03125,0.0,0.109375,0.0,1.09375,9.262499809265137,23.40625,8.3125,0.1875,34.9375,34.9375,0.0,0.0,0.0,0.0,0.0,0.21770831942558289,0.0,0.671875,0.0,0.0,4,4 3
20,127.7945556640625,118.21977233886719,91.53050231933594,212.94686889648438,1.265625,0.0,1.296875,2.53125,1.171875,0.0,0.125,0.0,1.234375,9.831250190734863,26.3125,7.84375,0.265625,38.28125,38.28125,0.0,0.0,0.0,0.0,0.0,0.4052083492279053,0.0,0.484375,0.0,0.0,4,4 3
21,150.90847778320312,132.1082000732422,101.98942565917969,196.9718780517578,1.328125,0.0,1.359375,2.71875,1.140625,0.0,0.21875,0.0,1.359375,10.018750190734863,30.828125,10.734375,0.328125,39.359375,39.359375,0.0,0.0,0.0,0.0,0.0,0.35104167461395264,0.0,0.515625,0.0,0.0,3,3 1
22,191.7909698486328,168.74269104003906,129.98291015625,199.7156219482422,1.46875,0.0,1.34375,2.671875,1.078125,0.0,0.265625,0.0,1.328125,10.865625381469727,33.96875,8.375,0.46875,41.453125,41.453125,0.0,0.0,0.0,0.0,0.0,0.37552082538604736,0.0,0.359375,0.0,0.0,3,3 1
23,243.96644592285156,213.3642120361328,165.01626586914062,218.44686889648438,1.609375,0.0,1.53125,3.046875,1.09375,0.0,0.4375,0.0,1.515625,12.053125381469727,36.15625,5.5,0.609375,43.203125,43.203125,0.0,0.0,0.0,0.0,0.0,0.1979166716337204,0.0,0.78125,0.0,0.0,3,3 1
24,289.201171875,249.1339874267578,192.8475799560547,218.91561889648438,1.734375,0.0,1.65625,3.3125,1.109375,0.0,0.546875,0.0,1.65625,13.021875381469727,36.59375,3.40625,0.734375,38.25,38.25,0.0,0.0,0.0,0.0,0.0,0.328125,0.0,0.828125,0.0,0.0,1,1 3
25,362.4696960449219,319.4466552734375,248.07321166992188,227.85000610351562,1.96875,0.0,1.90625,3.796875,1.078125,0.0,0.828125,0.0,1.890625,14.446874618530273,36.328125,2.65625,0.96875,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.3135416805744171,0.0,0.5625,0.0,0.0,3,3 1
26,358.7132873535156,305.2047119140625,235.7076416015625,226.91250610351562,1.9375,0.0,2.0625,4.0625,1.171875,0.0,0.875,0.015625,2.0,12.859375,36.75,2.53125,0.9375,38.6875,38.6875,0.0,0.0,0.0,0.0,0.0,0.3265624940395355,0.0,0.84375,0.0,0.0,3,3 1
27,357.0083312988281,326.3207092285156,252.823486328125,233.9343719482422,2.0,0.0,2.125,4.21875,1.265625,0.0,0.859375,0.015625,2.078125,12.384374618530273,37.734375,3.296875,1.0,42.015625,42.015625,0.0,0.0,0.0,0.0,0.0,0.3661458492279053,0.0,0.890625,0.0,0.0,3,3 1
28,415.280029296875,373.91131591796875,292.04620361328125,233.5437469482422,2.125,0.0,2.34375,4.625,1.390625,0.0,0.953125,0.0,2.28125,14.840624809265137,37.234375,2.0,1.125,45.40625,45.40625,0.0,0.0,0.0,0.0,0.0,0.4973958432674408,0.0,0.921875,0.0,0.0,3,3 1
29,375.750244140625,332.83001708984375,259.1978759765625,198.22811889648438,2.015625,0.0,2.140625,4.28125,1.25,0.0,0.890625,0.015625,2.125,13.703125,41.640625,2.015625,1.015625,36.453125,36.453125,0.0,0.0,0.0,0.0,0.0,0.34322917461395264,0.0,0.984375,0.0,0.0,3,3 1
30,381.0830993652344,355.24755859375,277.89422607421875,207.17813110351562,2.0625,0.0,2.453125,4.875,1.484375,0.0,0.96875,0.0,2.421875,13.787500381469727,40.25,2.0,1.0625,39.484375,39.484375,0.0,0.0,0.0,0.0,0.0,0.878125011920929,0.0,0.84375,0.0,0.0,1,1 3
31,571.5944213867188,485.1188049316406,386.55206298828125,260.69061279296875,2.34375,0.0,3.34375,6.640625,2.21875,0.0,1.09375,0.171875,3.15625,19.075000762939453,34.78125,2.28125,1.34375,45.640625,45.640625,0.0,0.0,0.0,0.0,0.0,0.5255208611488342,0.0,1.15625,0.0,0.0,3,3 4
32,351.7617492675781,271.79742431640625,216.64688110351562,219.60000610351562,1.671875,0.0,2.890625,5.734375,2.15625,0.0,0.6875,0.265625,2.625,13.715624809265137,26.0,10.375,0.671875,28.796875,28.796875,0.0,0.0,0.0,0.0,0.0,0.640625,0.0,0.71875,0.0,0.0,3,3 1
33,222.93319702148438,144.6959991455078,117.48701477050781,161.2843780517578,1.265625,0.0,2.34375,4.65625,2.046875,0.0,0.265625,0.109375,2.234375,9.696874618530273,23.875,15.453125,0.265625,14.53125,14.53125,0.0,0.0,0.0,0.0,0.0,0.7442708611488342,0.0,0.28125,0.0,0.0,3,3 1
34,312.08465576171875,227.94705200195312,183.0242919921875,190.1875,1.53125,0.0,2.578125,5.140625,2.140625,0.0,0.421875,0.078125,2.5,12.143750190734863,23.78125,13.5625,0.53125,17.46875,17.46875,0.0,0.0,0.0,0.0,0.0,0.6468750238418579,0.0,0.546875,0.0,0.0,3,3 1
35,233.20037841796875,154.16387939453125,125.35438537597656,155.0437469482422,1.296875,0.0,2.3125,4.609375,2.0625,0.0,0.234375,0.0625,2.25,9.559374809265137,25.03125,16.5,0.296875,15.109375,15.109375,0.0,0.0,0.0,0.0,0.0,0.8104166984558105,0.0,0.3125,0.0,0.0,3,3 4
36,422.3120422363281,336.298828125,271.3360900878906,226.7312469482422,1.828125,0.0,2.859375,5.703125,2.296875,0.0,0.546875,0.0625,2.796875,15.303125381469727,28.515625,9.859375,0.828125,21.125,21.125,0.0,0.0,0.0,0.0,0.0,1.0041667222976685,0.0,0.609375,0.0,0.0,3,3 4
37,382.9436340332031,299.75140380859375,242.04458618164062,197.21875,1.734375,0.0,2.59375,5.171875,2.15625,0.0,0.4375,0.015625,2.5625,14.112500190734863,27.484375,13.265625,0.734375,20.96875,20.96875,0.0,0.0,0.0,0.0,0.0,0.7604166865348816,0.0,0.578125,0.0,0.0,3,3 2
38,322.3939514160156,251.6772918701172,202.12777709960938,188.0749969482422,1.609375,0.0,2.484375,4.921875,2.078125,0.0,0.40625,0.015625,2.421875,13.199999809265137,25.328125,14.0,0.609375,23.015625,23.015625,0.0,0.0,0.0,0.0,0.0,0.7281250357627869,0.0,0.53125,0.0,0.0,3,3 1
39,513.580078125,432.08880615234375,349.1475524902344,226.4968719482422,2.109375,0.0,3.09375,6.1875,2.40625,0.0,0.6875,0.078125,3.015625,18.868749618530273,28.828125,9.6875,1.109375,30.28125,30.28125,0.0,0.0,0.0,0.0,0.0,0.9453125,0.0,0.796875,0.0,0.0,3,3 4
40,571.2889404296875,502.9276428222656,405.7414245605469,261.88751220703125,2.3125,0.0,3.40625,6.78125,2.5625,0.0,0.8125,0.15625,3.25,20.928125381469727,30.234375,7.703125,1.3125,42.3125,42.3125,0.0,0.0,0.0,0.0,0.0,1.0291666984558105,0.0,1.171875,0.0,0.0,3,3 1
41,458.99420166015625,399.42449951171875,321.0574951171875,237.99063110351562,2.03125,0.0,3.046875,6.0625,2.375,0.0,0.671875,0.078125,2.9375,18.103124618530273,28.484375,10.421875,1.03125,50.703125,50.703125,0.0,0.0,0.0,0.0,0.0,0.87395840883255,0.0,0.703125,0.0,0.0,3,3 1
42,553.1671752929688,483.1585388183594,388.8919372558594,271.31561279296875,2.265625,0.0,3.203125,6.390625,2.421875,0.0,0.765625,0.046875,3.15625,21.018749237060547,31.65625,6.8125,1.265625,60.890625,60.890625,0.0,0.0,0.0,0.0,0.0,0.7838541865348816,0.0,0.734375,0.0,0.0,1,1 3
43,821.9578857421875,694.7267456054688,563.3228149414062,303.40625,2.828125,0.0,3.921875,7.78125,2.859375,0.0,1.015625,0.125,3.78125,26.503124237060547,34.109375,2.90625,1.828125,53.3125,53.3125,0.0,0.0,0.0,0.0,0.0,1.1166666746139526,0.0,0.515625,0.0,0.0,3,3 4
44,812.5779418945312,714.093017578125,580.4906616210938,284.765625,2.875,0.0,3.875,7.703125,2.6875,0.0,1.15625,0.25,3.609375,26.71875,35.453125,2.390625,1.875,40.234375,40.234375,0.0,0.0,0.0,0.0,0.0,1.1588541269302368,0.0,0.6875,0.0,0.0,3,3 1
45,789.8633422851562,694.9876098632812,563.3681640625,296.796875,2.828125,0.0,4.078125,8.046875,2.59375,0.0,1.40625,0.5,3.546875,27.065624237060547,31.734375,2.5,1.828125,48.875,48.875,0.0,0.0,0.0,0.0,0.0,0.9723957777023315,0.0,0.765625,0.0,0.0,3,3 1
46,805.605224609375,724.3663940429688,589.6207885742188,285.03436279296875,2.875,0.0,4.328125,8.609375,2.625,0.0,1.671875,0.703125,3.609375,27.990625381469727,32.671875,2.0,1.875,26.75,26.75,0.0,0.0,0.0,0.0,0.0,1.0697916746139526,0.0,0.859375,0.0,0.0,3,3 1
47,864.0394287109375,760.5875854492188,620.12353515625,295.0,2.953125,0.0,4.703125,9.34375,2.921875,0.0,1.734375,0.796875,3.890625,27.890625,34.515625,2.328125,1.953125,29.78125,29.78125,0.0,0.0,0.0,0.0,0.0,1.0421875715255737,0.0,0.609375,0.0,0.0,3,3 1
48,752.7615966796875,670.7183837890625,544.4465942382812,290.71563720703125,2.734375,0.0,4.3125,8.5625,2.578125,0.0,1.6875,0.75,3.546875,27.015625,31.390625,2.0625,1.734375,33.59375,33.59375,0.0,0.0,0.0,0.0,0.0,0.9604166746139526,0.0,0.609375,0.0,0.0,3,3 1
49,698.38671875,614.367431640625,497.57281494140625,276.0,2.59375,0.0,4.1875,8.359375,2.5625,0.0,1.609375,0.65625,3.53125,25.081249237060547,30.34375,2.578125,1.59375,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.9515625238418579,0.0,0.625,0.0,0.0,1,1 3
50,882.041015625,757.0673828125,617.2559204101562,261.51251220703125,2.984375,0.0,4.015625,8.015625,2.96875,0.0,1.03125,0.046875,3.96875,27.068750381469727,35.46875,2.0,1.984375,44.46875,44.46875,0.0,0.0,0.0,0.0,0.0,1.0588542222976685,0.0,0.484375,0.0,0.0,3,3 4
51,847.0686645507812,757.5587158203125,617.7303466796875,263.03125,2.984375,0.0,4.015625,8.0,2.96875,0.0,1.03125,0.046875,3.953125,26.909374237060547,34.265625,2.0,1.984375,36.90625,36.90625,0.0,0.0,0.0,0.0,0.0,1.1848958730697632,0.0,0.578125,0.0,0.0,3,3 1
52,853.8781127929688,747.6084594726562,610.3975830078125,245.1906280517578,2.953125,0.0,4.0,8.0,2.953125,0.0,1.046875,0.046875,3.953125,25.931249618530273,34.765625,2.0,1.953125,27.3125,27.3125,0.0,0.0,0.0,0.0,0.0,1.1067708730697632,0.0,0.375,0.0,0.0,3,3 2
53,878.4591674804688,765.6002197265625,625.5986938476562,248.00625610351562,3.0,0.0,4.0,8.0,3.0,0.0,1.0,0.0,4.0,25.340625762939453,35.71875,2.0,2.0,25.859375,25.859375,0.0,0.0,0.0,0.0,0.0,1.1328125,0.0,0.5,0.0,0.0,3,3 1
54,872.5453491210938,754.9276123046875,616.6895751953125,248.7468719482422,2.96875,0.0,4.046875,8.046875,2.96875,0.0,1.03125,0.078125,3.96875,25.315624237060547,34.71875,2.0,1.96875,23.03125,23.03125,0.0,0.0,0.0,0.0,0.0,1.2005208730697632,0.0,0.40625,0.0,0.0,3,3 1
55,907.2699584960938,763.87646484375,624.0111694335938,261.21875,2.984375,0.0,4.109375,8.15625,2.984375,0.0,1.0625,0.125,3.984375,26.375,33.921875,2.0,1.984375,32.015625,32.015625,0.0,0.0,0.0,0.0,0.0,1.1713541746139526,0.0,0.3125,0.0,0.0,3,3 1
56,864.354736328125,747.0551147460938,608.4134521484375,276.67498779296875,2.953125,0.0,4.15625,8.25,2.953125,0.0,1.140625,0.203125,3.953125,26.896875381469727,33.234375,2.0,1.953125,41.75,41.75,0.0,0.0,0.0,0.0,0.0,1.1552083492279053,0.0,0.25,0.0,0.0,3,3 1
57,827.866943359375,710.7964477539062,576.7100830078125,284.49688720703125,2.875,0.0,4.09375,8.140625,2.875,0.0,1.171875,0.21875,3.875,27.021875381469727,32.84375,2.0,1.875,48.828125,48.828125,0.0,0.0,0.0,0.0,0.0,1.0901042222976685,0.0,0.421875,0.0,0.0,3,3 1
58,773.9727783203125,689.9278564453125,559.2503051757812,294.43438720703125,2.8125,0.0,4.140625,8.25,2.765625,0.0,1.34375,0.375,3.765625,26.740625381469727,33.28125,2.0,1.8125,60.3125,60.3125,0.0,0.0,0.0,0.0,0.0,1.1015625,0.0,0.359375,0.0,0.0,1,1 3
59,847.5205688476562,722.2727661132812,586.8863525390625,275.2124938964844,2.90625,0.0,4.09375,8.15625,2.890625,0.0,1.171875,0.203125,3.890625,25.375,33.96875,2.0,1.90625,48.75,48.75,0.0,0.0,0.0,0.0,0.0,1.243749976158142,0.0,0.328125,0.0,0.0,3,3 4
60,838.7670288085938,721.4630737304688,586.947265625,275.3687438964844,2.890625,0.0,4.140625,8.15625,2.875,0.0,1.140625,0.265625,3.875,25.200000762939453,34.234375,2.0,1.890625,39.5625,39.5625,0.0,0.0,0.0,0.0,0.0,1.1901042461395264,0.0,0.3125,0.0,0.0,3,3 1
61,862.3937377929688,749.79541015625,611.4264526367188,269.8968811035156,2.953125,0.0,4.171875,8.234375,2.953125,0.0,1.125,0.21875,3.9375,26.337499618530273,35.078125,2.0,1.953125,32.625,32.625,0.0,0.0,0.0,0.0,0.0,1.267187476158142,0.0,0.234375,0.0,0.0,3,3 1
62,857.9257202148438,768.336181640625,626.4109497070312,279.61248779296875,3.0,0.0,4.375,8.65625,3.0,0.0,1.28125,0.375,4.0,26.59375,35.9375,2.0,2.0,37.84375,37.84375,0.0,0.0,0.0,0.0,0.0,1.1447917222976685,0.0,0.46875,0.0,0.0,3,3 1
63,867.6129760742188,751.2940673828125,612.0782470703125,273.5874938964844,2.96875,0.0,4.03125,8.03125,2.9375,0.0,1.0625,0.09375,3.9375,26.78125,36.46875,2.0,1.96875,31.34375,31.34375,0.0,0.0,0.0,0.0,0.0,1.396875023841858,0.0,0.40625,0.0,0.0,3,3 1
64,908.2613525390625,756.3590698242188,616.7882080078125,271.5062561035156,2.96875,0.0,4.09375,8.1875,2.96875,0.0,1.125,0.125,3.96875,28.40625,36.21875,2.0,1.96875,32.15625,32.15625,0.0,0.0,0.0,0.0,0.0,1.0854166746139526,0.0,0.3125,0.0,0.0,3,3 1
65,939.6370849609375,770.7310180664062,628.7281494140625,287.2250061035156,3.0,0.0,4.09375,8.15625,3.0,0.0,1.0625,0.09375,4.0,28.881250381469727,35.75,2.0,2.0,33.375,33.375,0.0,0.0,0.0,0.0,0.0,1.209375023841858,0.0,0.21875,0.0,0.0,3,3 4
66,955.8427124023438,774.7863159179688,633.28759765625,263.41876220703125,3.0,0.0,4.1875,8.3125,3.0,0.0,1.125,0.1875,4.0,29.006250381469727,35.34375,2.0,2.0,27.84375,27.84375,0.0,0.0,0.0,0.0,0.0,1.1843750476837158,0.0,0.09375,0.0,0.0,3,3 1
67,912.7753295898438,767.2874145507812,626.608154296875,257.8812561035156,3.0,0.0,4.03125,8.0625,3.0,0.0,1.03125,0.03125,4.0,27.112499237060547,38.03125,2.0,2.0,26.9375,26.9375,0.0,0.0,0.0,0.0,0.0,1.209375023841858,0.0,0.03125,0.0,0.0,3,3 1
68,967.728759765625,777.0775756835938,636.4442138671875,251.0500030517578,3.0,0.0,4.0,8.0,3.0,0.0,1.0,0.0,4.0,28.34375,33.5625,2.0,2.0,33.21875,33.21875,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.34375,0.0,0.0,3,3 1
69,925.526123046875,771.4554443359375,630.67578125,254.44375610351562,3.0,0.0,4.03125,8.0625,3.0,0.0,1.03125,0.03125,4.0,28.243749618530273,34.6875,2.0,2.0,40.28125,40.28125,0.0,0.0,0.0,0.0,0.0,1.1031250953674316,0.0,0.21875,0.0,0.0,3,3 1
70,948.9046630859375,777.7787475585938,636.6912231445312,258.98748779296875,3.0,0.0,4.0,8.0,3.0,0.0,1.0,0.0,4.0,29.543750762939453,32.71875,2.0,2.0,36.625,36.625,0.0,0.0,0.0,0.0,0.0,0.765625,0.0,0.5625,0.0,0.0,3,3 1
71,932.9371337890625,779.903564453125,638.8919067382812,252.0500030517578,3.0,0.0,4.03125,8.0625,3.0,0.03125,1.03125,0.0,4.0,29.931249618530273,32.3125,2.0,2.0,45.0625,45.0625,0.0,0.0,0.0,0.0,0.0,0.7072916626930237,0.0,1.0,0.0,0.0,3,3 1
72,1018.3118286132812,861.0134887695312,708.98583984375,263.46875,3.15625,0.0,4.4375,8.78125,3.15625,0.1875,1.21875,0.0625,4.15625,32.631248474121094,30.5625,2.0,2.15625,34.625,34.625,0.0,0.0,5.3125,0.0625,0.125,0.6322916746139526,0.0260416679084301,1.03125,0.0,0.0,3,3 1
73,929.8759765625,784.2605590820312,643.797119140625,233.0437469482422,3.0,0.0,4.0625,8.125,3.0,0.03125,1.0625,0.03125,4.0,29.706249237060547,32.21875,2.0,2.0,35.0625,35.0625,0.0,0.0,0.0,0.0,0.0,0.6385416984558105,0.015625,1.09375,0.0,0.0,3,3 4
74,1152.8145751953125,996.4478759765625,825.0133056640625,281.1937561035156,3.4375,0.0,4.9375,9.78125,3.4375,0.5,1.40625,0.0,4.4375,38.1875,15.5625,2.0,2.4375,45.34375,45.34375,0.0,0.0,5.3125,0.03125,0.15625,1.165624976158142,0.03593749925494194,1.46875,0.0,0.0,3,3 1
75,934.388671875,813.9356689453125,668.0573120117188,248.96875,3.0625,0.0,4.46875,8.84375,3.0625,0.1875,1.3125,0.21875,4.0625,31.787500381469727,29.8125,2.0,2.0625,36.25,36.25,0.0,0.0,0.0,0.0,0.0,0.4166666567325592,0.0182291679084301,1.5,0.0,0.0,3,3 1
76,990.5482177734375,856.6525268554688,704.5142822265625,252.05624389648438,3.15625,0.0,4.53125,8.90625,3.125,0.34375,1.25,0.0625,4.125,34.10625076293945,25.5,2.0,2.15625,44.09375,44.09375,0.0,0.0,0.0,0.0,0.0,0.4489583373069763,0.02083333395421505,1.75,0.0,0.0,3,3 1
77,949.0384521484375,807.7802124023438,663.0550537109375,232.8249969482422,3.0625,0.0,4.21875,8.40625,3.0625,0.09375,1.125,0.0625,4.0625,30.850000381469727,31.6875,2.0,2.0625,33.46875,33.46875,0.0,0.0,0.0,0.0,0.0,0.3020833432674408,0.0,1.53125,0.0,0.0,3,3 1
78,1040.3809814453125,875.4810791015625,721.3030395507812,252.5187530517578,3.1875,0.0,4.53125,8.9375,3.1875,0.3125,1.21875,0.03125,4.1875,34.943748474121094,25.21875,2.0,2.1875,39.15625,39.15625,0.0,0.0,0.0,0.0,0.0,0.3239583373069763,0.0078125,1.5625,0.0,0.0,3,3 1
79,1056.741943359375,912.8302612304688,754.4795532226562,265.8062438964844,3.25,0.0,4.5,8.96875,3.25,0.21875,1.21875,0.03125,4.25,35.42499923706055,25.0625,2.0,2.25,46.84375,46.84375,0.0,0.0,0.0,0.0,0.0,0.7770833373069763,0.0442708358168602,1.46875,0.0,0.0,3,3 1
80,936.3858032226562,806.9612426757812,662.0606689453125,244.31875610351562,3.0625,0.0,4.125,8.21875,3.0625,0.03125,1.03125,0.03125,4.0625,30.950000762939453,31.21875,2.0,2.0625,54.21875,54.21875,0.0,0.0,0.0,0.0,0.0,0.40312498807907104,0.0,1.21875,0.0,0.0,3,3 1
81,916.3517456054688,783.9910888671875,642.4947509765625,248.6062469482422,3.0,0.0,4.125,8.1875,3.0,0.0625,1.0625,0.0625,4.0,32.15625,28.0,2.0,2.0,50.09375,50.09375,0.0,0.0,0.0,0.0,0.0,0.5739583373069763,0.0,1.3125,0.0,0.0,3,3 1
82,1019.0289916992188,858.255859375,706.2154541015625,261.0687561035156,3.15625,0.0,4.34375,8.65625,3.15625,0.15625,1.15625,0.03125,4.15625,34.14374923706055,28.40625,2.0,2.15625,60.75,60.75,0.0,0.0,5.3125,0.125,0.21875,0.528124988079071,0.0078125,1.3125,0.0,0.0,3,3 1
83,964.5075073242188,810.4093017578125,664.5462646484375,250.0625,3.0625,0.0,4.3125,8.5,3.0625,0.25,1.125,0.0,4.0625,33.256248474121094,23.75,2.0,2.0625,44.9375,44.9375,0.0,0.0,0.0,0.0,0.0,0.5645833611488342,0.0442708358168602,1.40625,0.0,0.0,3,3 1
84,987.5446166992188,837.9475708007812,690.2631225585938,249.96249389648438,3.09375,0.0,4.3125,8.53125,3.09375,0.15625,1.125,0.0625,4.09375,32.974998474121094,27.90625,2.0,2.09375,48.75,48.75,0.0,0.0,0.0,0.0,0.0,0.5510416626930237,0.01406249962747097,1.25,0.0,0.0,3,3 1
